  80    38.829    39.840   -75.789   -75.405  Maryland-Delaware state line   
    39.038   -76.306    39.034   -76.309    39.031   -76.312    39.029   -76.318
    39.027   -76.321    39.022   -76.324    39.014   -76.326    39.007   -76.326
    38.998   -76.325    38.995   -76.326    38.988   -76.330    38.986   -76.333
    38.984   -76.339    38.979   -76.342    38.974   -76.344    38.970   -76.348
    38.961   -76.353    38.958   -76.357    38.955   -76.358    38.951   -76.359
    38.943   -76.362    38.936   -76.362    38.928   -76.363    38.920   -76.365
    38.914   -76.368    38.906   -76.366    38.900   -76.364    38.890   -76.360
    38.885   -76.359    38.876   -76.363    38.864   -76.369    38.859   -76.373
    38.854   -76.376    38.851   -76.375    38.850   -76.373    38.845   -76.373
    38.842   -76.373    38.843   -76.369    38.845   -76.367    38.848   -76.366
    38.851   -76.363    38.855   -76.362    38.859   -76.358    38.862   -76.355
    38.863   -76.346    38.868   -76.342    38.873   -76.343    38.875   -76.341
    38.873   -76.338    38.872   -76.335    38.872   -76.332    38.876   -76.330
    38.881   -76.328    38.889   -76.329    38.895   -76.332    38.896   -76.332
    38.896   -76.336    38.895   -76.340    38.897   -76.343    38.898   -76.344
    38.901   -76.342    38.903   -76.339    38.906   -76.337    38.909   -76.337
    38.914   -76.339    38.919   -76.342    38.924   -76.343    38.926   -76.340
    38.924   -76.337    38.922   -76.335    38.921   -76.334    38.922   -76.331
    38.924   -76.327    38.922   -76.326    38.918   -76.328    38.914   -76.327
    38.912   -76.323    38.914   -76.320    38.916   -76.319    38.919   -76.318
    38.923   -76.319    38.932   -76.318    38.938   -76.315    38.942   -76.314
    38.943   -76.316    38.945   -76.322    38.945   -76.329    38.947   -76.333
    38.953   -76.337    38.955   -76.338    38.957   -76.339    38.959   -76.336
    38.959   -76.333    38.958   -76.328    38.956   -76.325    38.955   -76.320
    38.954   -76.317    38.954   -76.314    38.955   -76.313    38.959   -76.311
    38.962   -76.312    38.967   -76.311    38.966   -76.307    38.964   -76.305
    38.961   -76.305    38.960   -76.304    38.964   -76.300    38.967   -76.298
    38.968   -76.295    38.965   -76.294    38.961   -76.293    38.958   -76.295
    38.956   -76.296    38.955   -76.297    38.953   -76.298    38.951   -76.298
    38.944   -76.299    38.938   -76.303    38.934   -76.306    38.928   -76.307
    38.924   -76.305    38.918   -76.303    38.912   -76.298    38.908   -76.293
    38.909   -76.290    38.910   -76.292    38.912   -76.292    38.914   -76.292
    38.917   -76.293    38.920   -76.294    38.926   -76.294    38.929   -76.293
    38.934   -76.293    38.938   -76.290    38.941   -76.286    38.942   -76.280
    38.942   -76.275    38.943   -76.272    38.946   -76.273    38.949   -76.274
    38.950   -76.271    38.948   -76.268    38.943   -76.266    38.938   -76.264
    38.933   -76.263    38.926   -76.264    38.923   -76.262    38.922   -76.258
    38.922   -76.252    38.924   -76.247    38.927   -76.246    38.930   -76.249
    38.932   -76.252    38.934   -76.256    38.937   -76.256    38.939   -76.252
    38.941   -76.249    38.943   -76.251    38.948   -76.250    38.952   -76.250
    38.954   -76.253    38.952   -76.257    38.951   -76.260    38.951   -76.263
    38.953   -76.265    38.954   -76.266    38.955   -76.266    38.959   -76.266
    38.958   -76.261    38.958   -76.257    38.960   -76.256    38.964   -76.256
    38.965   -76.251    38.968   -76.250    38.974   -76.249    38.979   -76.248
    38.983   -76.252    38.983   -76.255    38.981   -76.257    38.979   -76.258
    38.981   -76.259    38.986   -76.259    38.987   -76.262    38.987   -76.267
    38.988   -76.272    38.991   -76.280    38.994   -76.285    38.999   -76.288
 6320    38.583    39.805   -76.628   -75.831  Chesapeake Bay
    38.827   -75.902    38.825   -75.902    38.823   -75.901    38.820   -75.904
    38.816   -75.904    38.814   -75.908    38.814   -75.910    38.812   -75.913
    38.809   -75.922    38.805   -75.931    38.803   -75.933    38.800   -75.935
    38.796   -75.939    38.793   -75.941    38.791   -75.945    38.788   -75.950
    38.788   -75.952    38.790   -75.956    38.790   -75.960    38.789   -75.963
    38.785   -75.965    38.782   -75.968    38.778   -75.972    38.775   -75.978
    38.772   -75.987    38.767   -75.993    38.762   -75.997    38.760   -75.999
    38.755   -76.001    38.753   -76.001    38.749   -76.000    38.743   -76.000
    38.741   -76.004    38.740   -76.007    38.740   -76.011    38.739   -76.014
    38.736   -76.016    38.732   -76.017    38.729   -76.018    38.726   -76.015
    38.723   -76.011    38.720   -76.005    38.716   -76.000    38.712   -75.998
    38.706   -75.997    38.703   -75.999    38.699   -75.998    38.695   -75.995
    38.694   -75.988    38.694   -75.982    38.694   -75.978    38.690   -75.975
    38.685   -75.973    38.680   -75.969    38.675   -75.963    38.668   -75.959
    38.661   -75.961    38.655   -75.962    38.651   -75.964    38.647   -75.968
    38.643   -75.976    38.642   -75.983    38.641   -75.989    38.636   -75.994
    38.633   -75.996    38.627   -75.993    38.623   -75.991    38.619   -75.989
    38.614   -75.988    38.610   -75.988    38.607   -75.993    38.603   -75.998
    38.600   -75.999    38.596   -75.999    38.593   -76.000    38.592   -76.004
    38.592   -76.008    38.592   -76.014    38.591   -76.018    38.587   -76.021
    38.584   -76.025    38.581   -76.029    38.583   -76.032    38.586   -76.034
    38.589   -76.032    38.590   -76.029    38.592   -76.029    38.595   -76.026
    38.594   -76.022    38.600   -76.020    38.603   -76.022    38.606   -76.023
    38.608   -76.020    38.610   -76.018    38.612   -76.022    38.615   -76.025
    38.618   -76.025    38.622   -76.028    38.620   -76.032    38.617   -76.032
    38.611   -76.031    38.605   -76.030    38.600   -76.034    38.597   -76.037
    38.596   -76.040    38.592   -76.047    38.594   -76.053    38.600   -76.059
    38.609   -76.069    38.611   -76.076    38.614   -76.078    38.618   -76.072
    38.622   -76.074    38.622   -76.083    38.620   -76.087    38.617   -76.092
    38.619   -76.093    38.622   -76.089    38.626   -76.092    38.630   -76.095
    38.631   -76.097    38.627   -76.100    38.623   -76.103    38.619   -76.105
    38.616   -76.104    38.614   -76.107    38.616   -76.108    38.620   -76.111
    38.624   -76.112    38.629   -76.112    38.633   -76.108    38.635   -76.105
    38.640   -76.103    38.642   -76.095    38.645   -76.089    38.652   -76.088
    38.657   -76.087    38.659   -76.092    38.662   -76.091    38.663   -76.094
    38.661   -76.100    38.657   -76.104    38.652   -76.109    38.648   -76.117
    38.644   -76.117    38.641   -76.115    38.636   -76.118    38.639   -76.126
    38.640   -76.134    38.638   -76.141    38.638   -76.143    38.636   -76.147
    38.640   -76.148    38.645   -76.147    38.650   -76.148    38.653   -76.150
    38.657   -76.146    38.659   -76.142    38.659   -76.142    38.660   -76.135
    38.659   -76.130    38.660   -76.128    38.664   -76.125    38.666   -76.117
    38.668   -76.107    38.669   -76.097    38.675   -76.096    38.679   -76.098
    38.681   -76.096    38.684   -76.089    38.690   -76.087    38.691   -76.093
    38.689   -76.097    38.684   -76.106    38.682   -76.114    38.681   -76.118
    38.679   -76.118    38.675   -76.120    38.675   -76.123    38.673   -76.128
    38.671   -76.137    38.671   -76.142    38.667   -76.144    38.667   -76.150
    38.664   -76.160    38.664   -76.166    38.667   -76.173    38.674   -76.177
    38.681   -76.175    38.683   -76.173    38.687   -76.174    38.690   -76.174
    38.691   -76.169    38.690   -76.166    38.692   -76.163    38.699   -76.165
    38.701   -76.162    38.702   -76.154    38.697   -76.149    38.692   -76.146
    38.692   -76.142    38.692   -76.137    38.696   -76.132    38.697   -76.127
    38.694   -76.125    38.693   -76.120    38.697   -76.117    38.700   -76.118
    38.701   -76.121    38.703   -76.127    38.706   -76.130    38.709   -76.125
    38.707   -76.118    38.705   -76.114    38.709   -76.111    38.704   -76.106
    38.704   -76.101    38.711   -76.099    38.717   -76.100    38.715   -76.106
    38.716   -76.111    38.717   -76.116    38.717   -76.126    38.715   -76.134
    38.719   -76.133    38.725   -76.131    38.729   -76.124    38.730   -76.116
    38.735   -76.109    38.733   -76.104    38.730   -76.106    38.724   -76.105
    38.727   -76.100    38.729   -76.093    38.731   -76.081    38.734   -76.081
    38.737   -76.085    38.738   -76.090    38.738   -76.096    38.739   -76.099
    38.743   -76.096    38.744   -76.099    38.743   -76.104    38.745   -76.111
    38.748   -76.111    38.750   -76.109    38.756   -76.104    38.761   -76.099
    38.763   -76.091    38.767   -76.090    38.767   -76.097    38.765   -76.103
    38.762   -76.109    38.761   -76.114    38.764   -76.120    38.763   -76.127
    38.761   -76.129    38.756   -76.127    38.751   -76.123    38.746   -76.122
    38.743   -76.124    38.741   -76.130    38.743   -76.133    38.743   -76.138
    38.740   -76.140    38.733   -76.136    38.731   -76.137    38.730   -76.141
    38.729   -76.146    38.726   -76.149    38.721   -76.151    38.719   -76.148
    38.716   -76.146    38.711   -76.150    38.707   -76.154    38.708   -76.163
    38.711   -76.167    38.718   -76.165    38.728   -76.159    38.733   -76.157
    38.737   -76.160    38.735   -76.163    38.733   -76.165    38.728   -76.168
    38.717   -76.172    38.714   -76.177    38.715   -76.183    38.715   -76.187
    38.714   -76.188    38.711   -76.188    38.707   -76.184    38.701   -76.183
    38.696   -76.186    38.690   -76.191    38.688   -76.198    38.687   -76.202
    38.682   -76.203    38.676   -76.202    38.673   -76.199    38.671   -76.198
    38.670   -76.202    38.672   -76.207    38.675   -76.210    38.683   -76.211
    38.690   -76.213    38.690   -76.217    38.696   -76.217    38.697   -76.212
    38.701   -76.208    38.702   -76.206    38.698   -76.202    38.701   -76.198
    38.708   -76.200    38.713   -76.204    38.713   -76.207    38.711   -76.214
    38.712   -76.222    38.710   -76.224    38.706   -76.225    38.699   -76.224
    38.695   -76.227    38.698   -76.230    38.702   -76.232    38.711   -76.234
    38.721   -76.239    38.725   -76.237    38.724   -76.234    38.724   -76.231
    38.726   -76.230    38.730   -76.235    38.734   -76.238    38.738   -76.235
    38.738   -76.227    38.734   -76.219    38.730   -76.218    38.724   -76.219
    38.719   -76.216    38.727   -76.211    38.734   -76.207    38.733   -76.203
    38.728   -76.201    38.726   -76.195    38.733   -76.193    38.741   -76.190
    38.746   -76.187    38.747   -76.191    38.751   -76.198    38.751   -76.205
    38.748   -76.209    38.748   -76.216    38.753   -76.224    38.760   -76.222
    38.767   -76.219    38.770   -76.222    38.772   -76.226    38.774   -76.229
    38.779   -76.229    38.782   -76.231    38.779   -76.234    38.776   -76.236
    38.772   -76.235    38.765   -76.236    38.766   -76.242    38.770   -76.248
    38.776   -76.251    38.788   -76.250    38.797   -76.243    38.802   -76.240
    38.804   -76.245    38.801   -76.251    38.798   -76.254    38.792   -76.258
    38.787   -76.260    38.778   -76.260    38.772   -76.259    38.766   -76.255
    38.761   -76.249    38.756   -76.246    38.755   -76.248    38.754   -76.253
    38.753   -76.256    38.749   -76.260    38.747   -76.265    38.747   -76.268
    38.750   -76.271    38.753   -76.274    38.752   -76.276    38.751   -76.280
    38.755   -76.281    38.757   -76.286    38.756   -76.289    38.751   -76.290
    38.747   -76.288    38.742   -76.283    38.741   -76.285    38.736   -76.283
    38.738   -76.279    38.737   -76.274    38.736   -76.269    38.739   -76.265
    38.742   -76.260    38.742   -76.255    38.740   -76.255    38.736   -76.258
    38.734   -76.262    38.732   -76.266    38.730   -76.268    38.727   -76.271
    38.720   -76.272    38.714   -76.269    38.711   -76.269    38.710   -76.273
    38.713   -76.276    38.717   -76.279    38.721   -76.281    38.723   -76.289
    38.722   -76.290    38.717   -76.291    38.714   -76.296    38.717   -76.298
    38.725   -76.298    38.733   -76.295    38.743   -76.299    38.746   -76.303
    38.754   -76.302    38.758   -76.297    38.762   -76.290    38.768   -76.280
    38.778   -76.270    38.790   -76.267    38.802   -76.262    38.808   -76.262
    38.809   -76.266    38.807   -76.270    38.804   -76.278    38.806   -76.282
    38.809   -76.286    38.809   -76.289    38.805   -76.290    38.803   -76.288
    38.799   -76.283    38.797   -76.278    38.792   -76.276    38.787   -76.276
    38.782   -76.278    38.782   -76.282    38.784   -76.289    38.783   -76.290
    38.786   -76.293    38.789   -76.294    38.792   -76.297    38.791   -76.300
    38.786   -76.300    38.780   -76.298    38.772   -76.297    38.770   -76.302
    38.773   -76.305    38.775   -76.310    38.774   -76.313    38.772   -76.314
    38.770   -76.318    38.768   -76.320    38.764   -76.320    38.759   -76.317
    38.751   -76.313    38.747   -76.313    38.744   -76.318    38.741   -76.322
    38.739   -76.324    38.734   -76.322    38.736   -76.318    38.737   -76.314
    38.733   -76.313    38.727   -76.317    38.725   -76.320    38.721   -76.329
    38.715   -76.329    38.709   -76.328    38.701   -76.325    38.692   -76.323
    38.685   -76.321    38.682   -76.323    38.682   -76.328    38.683   -76.330
    38.688   -76.332    38.693   -76.334    38.688   -76.337    38.684   -76.337
    38.678   -76.339    38.672   -76.339    38.669   -76.342    38.670   -76.347
    38.679   -76.349    38.685   -76.349    38.694   -76.346    38.707   -76.341
    38.708   -76.344    38.716   -76.342    38.720   -76.338    38.723   -76.337
    38.727   -76.339    38.732   -76.339    38.733   -76.344    38.738   -76.342
    38.743   -76.342    38.746   -76.344    38.754   -76.344    38.759   -76.339
    38.761   -76.333    38.767   -76.330    38.772   -76.331    38.774   -76.334
    38.776   -76.335    38.779   -76.333    38.779   -76.325    38.785   -76.319
    38.793   -76.315    38.802   -76.314    38.825   -76.305    38.829   -76.300
    38.830   -76.287    38.832   -76.280    38.839   -76.278    38.843   -76.279
    38.846   -76.276    38.860   -76.260    38.865   -76.250    38.863   -76.249
    38.854   -76.251    38.850   -76.258    38.844   -76.265    38.840   -76.262
    38.836   -76.262    38.830   -76.262    38.830   -76.257    38.834   -76.252
    38.833   -76.249    38.831   -76.247    38.827   -76.244    38.823   -76.241
    38.820   -76.238    38.822   -76.234    38.825   -76.231    38.821   -76.228
    38.816   -76.223    38.813   -76.217    38.810   -76.213    38.806   -76.213
    38.805   -76.218    38.802   -76.220    38.799   -76.214    38.795   -76.211
    38.792   -76.215    38.790   -76.215    38.785   -76.212    38.779   -76.209
    38.774   -76.201    38.770   -76.193    38.764   -76.177    38.760   -76.168
    38.760   -76.161    38.764   -76.157    38.768   -76.156    38.772   -76.154
    38.776   -76.150    38.779   -76.143    38.781   -76.140    38.783   -76.136
    38.786   -76.131    38.786   -76.126    38.784   -76.122    38.787   -76.119
    38.790   -76.118    38.792   -76.114    38.792   -76.105    38.796   -76.105
    38.798   -76.106    38.799   -76.109    38.800   -76.115    38.805   -76.115
    38.809   -76.110    38.815   -76.103    38.818   -76.104    38.819   -76.108
    38.819   -76.112    38.816   -76.115    38.810   -76.119    38.808   -76.123
    38.812   -76.125    38.812   -76.128    38.811   -76.131    38.807   -76.132
    38.803   -76.132    38.799   -76.130    38.797   -76.130    38.797   -76.136
    38.797   -76.140    38.797   -76.141    38.796   -76.149    38.791   -76.152
    38.785   -76.155    38.780   -76.158    38.778   -76.163    38.779   -76.166
    38.783   -76.166    38.788   -76.163    38.795   -76.160    38.798   -76.161
    38.798   -76.167    38.797   -76.169    38.794   -76.172    38.786   -76.174
    38.780   -76.174    38.778   -76.177    38.780   -76.179    38.784   -76.181
    38.786   -76.184    38.789   -76.187    38.792   -76.186    38.795   -76.186
    38.797   -76.188    38.797   -76.192    38.801   -76.191    38.803   -76.190
    38.806   -76.184    38.808   -76.178    38.812   -76.172    38.816   -76.173
    38.817   -76.179    38.816   -76.182    38.813   -76.187    38.810   -76.196
    38.814   -76.199    38.816   -76.197    38.817   -76.194    38.818   -76.192
    38.819   -76.192    38.823   -76.193    38.828   -76.192    38.832   -76.189
    38.835   -76.185    38.838   -76.178    38.842   -76.177    38.844   -76.180
    38.842   -76.187    38.840   -76.196    38.843   -76.196    38.845   -76.195
    38.853   -76.192    38.854   -76.188    38.852   -76.184    38.854   -76.176
    38.855   -76.174    38.858   -76.169    38.859   -76.164    38.856   -76.160
    38.853   -76.157    38.853   -76.155    38.859   -76.154    38.862   -76.152
    38.860   -76.149    38.858   -76.145    38.860   -76.142    38.865   -76.142
    38.868   -76.145    38.868   -76.151    38.869   -76.157    38.872   -76.159
    38.875   -76.156    38.877   -76.149    38.878   -76.143    38.880   -76.138
    38.881   -76.129    38.881   -76.124    38.878   -76.123    38.872   -76.121
    38.868   -76.116    38.867   -76.111    38.869   -76.107    38.873   -76.106
    38.879   -76.112    38.882   -76.114    38.886   -76.114    38.887   -76.111
    38.884   -76.104    38.883   -76.099    38.884   -76.094    38.888   -76.088
    38.888   -76.084    38.890   -76.076    38.893   -76.075    38.898   -76.075
    38.901   -76.079    38.900   -76.080    38.895   -76.083    38.894   -76.087
    38.895   -76.093    38.896   -76.101    38.898   -76.103    38.908   -76.106
    38.917   -76.106    38.926   -76.106    38.937   -76.102    38.943   -76.096
    38.945   -76.096    38.949   -76.095    38.949   -76.099    38.947   -76.106
    38.940   -76.110    38.936   -76.113    38.931   -76.114    38.923   -76.115
    38.914   -76.115    38.905   -76.113    38.901   -76.115    38.903   -76.118
    38.906   -76.121    38.910   -76.128    38.914   -76.135    38.914   -76.137
    38.915   -76.144    38.911   -76.151    38.912   -76.155    38.917   -76.153
    38.920   -76.150    38.926   -76.150    38.929   -76.153    38.931   -76.154
    38.932   -76.151    38.938   -76.146    38.947   -76.146    38.953   -76.146
    38.957   -76.146    38.961   -76.151    38.964   -76.155    38.969   -76.155
    38.974   -76.158    38.972   -76.164    38.968   -76.167    38.964   -76.167
    38.960   -76.165    38.957   -76.160    38.953   -76.159    38.946   -76.162
    38.941   -76.168    38.938   -76.172    38.934   -76.170    38.932   -76.166
    38.930   -76.165    38.927   -76.166    38.921   -76.169    38.915   -76.170
    38.910   -76.171    38.903   -76.173    38.899   -76.175    38.894   -76.177
    38.892   -76.181    38.891   -76.185    38.890   -76.189    38.885   -76.195
    38.883   -76.196    38.879   -76.197    38.872   -76.196    38.863   -76.198
    38.857   -76.202    38.858   -76.205    38.859   -76.206    38.865   -76.205
    38.873   -76.202    38.877   -76.199    38.885   -76.200    38.892   -76.197
    38.896   -76.195    38.897   -76.189    38.897   -76.183    38.899   -76.182
    38.906   -76.183    38.912   -76.183    38.922   -76.181    38.929   -76.182
    38.929   -76.185    38.926   -76.187    38.920   -76.188    38.912   -76.190
    38.906   -76.192    38.905   -76.195    38.906   -76.199    38.907   -76.201
    38.905   -76.202    38.902   -76.202    38.899   -76.202    38.896   -76.205
    38.897   -76.206    38.901   -76.206    38.906   -76.206    38.913   -76.204
    38.918   -76.203    38.926   -76.202    38.934   -76.202    38.936   -76.206
    38.934   -76.212    38.937   -76.213    38.939   -76.209    38.941   -76.204
    38.946   -76.204    38.948   -76.207    38.948   -76.216    38.947   -76.219
    38.944   -76.221    38.942   -76.223    38.945   -76.225    38.949   -76.228
    38.953   -76.231    38.954   -76.232    38.956   -76.234    38.958   -76.232
    38.958   -76.229    38.957   -76.224    38.957   -76.221    38.961   -76.223
    38.963   -76.225    38.964   -76.229    38.963   -76.235    38.965   -76.238
    38.970   -76.239    38.974   -76.239    38.979   -76.239    38.978   -76.235
    38.977   -76.232    38.977   -76.229    38.979   -76.224    38.978   -76.222
    38.976   -76.220    38.974   -76.217    38.976   -76.211    38.977   -76.207
    38.974   -76.204    38.972   -76.203    38.969   -76.202    38.971   -76.199
    38.975   -76.198    38.979   -76.195    38.984   -76.187    38.989   -76.185
    38.999   -76.173    39.000   -76.167    38.998   -76.165    38.993   -76.162
    38.995   -76.156    38.999   -76.151    39.007   -76.143    39.016   -76.141
    39.019   -76.148    39.018   -76.149    39.008   -76.154    39.005   -76.160
    39.009   -76.162    39.014   -76.161    39.020   -76.160    39.025   -76.161
    39.030   -76.158    39.034   -76.151    39.039   -76.151    39.040   -76.155
    39.038   -76.159    39.035   -76.167    39.034   -76.170    39.041   -76.169
    39.049   -76.172    39.053   -76.179    39.055   -76.180    39.055   -76.173
    39.056   -76.172    39.059   -76.172    39.064   -76.169    39.064   -76.165
    39.063   -76.164    39.061   -76.165    39.059   -76.166    39.055   -76.166
    39.052   -76.165    39.052   -76.159    39.049   -76.151    39.046   -76.146
    39.044   -76.141    39.043   -76.135    39.043   -76.134    39.045   -76.135
    39.049   -76.139    39.050   -76.143    39.056   -76.149    39.059   -76.154
    39.063   -76.155    39.063   -76.150    39.061   -76.144    39.062   -76.137
    39.064   -76.136    39.065   -76.139    39.068   -76.145    39.069   -76.151
    39.072   -76.152    39.075   -76.152    39.078   -76.147    39.077   -76.144
    39.079   -76.141    39.081   -76.143    39.084   -76.146    39.086   -76.141
    39.083   -76.137    39.081   -76.134    39.079   -76.132    39.082   -76.125
    39.080   -76.121    39.077   -76.119    39.075   -76.118    39.074   -76.113
    39.076   -76.111    39.081   -76.109    39.083   -76.103    39.081   -76.095
    39.077   -76.091    39.070   -76.085    39.067   -76.081    39.069   -76.077
    39.075   -76.078    39.079   -76.080    39.084   -76.086    39.088   -76.093
    39.089   -76.094    39.093   -76.093    39.097   -76.100    39.095   -76.104
    39.092   -76.109    39.090   -76.115    39.090   -76.123    39.092   -76.131
    39.095   -76.134    39.096   -76.135    39.099   -76.135    39.100   -76.134
    39.101   -76.130    39.101   -76.120    39.100   -76.116    39.102   -76.113
    39.105   -76.113    39.113   -76.108    39.120   -76.097    39.124   -76.094
    39.127   -76.089    39.130   -76.085    39.135   -76.077    39.136   -76.073
    39.140   -76.067    39.143   -76.066    39.147   -76.067    39.149   -76.068
    39.152   -76.070    39.155   -76.065    39.157   -76.059    39.158   -76.052
    39.158   -76.047    39.160   -76.043    39.160   -76.040    39.156   -76.041
    39.151   -76.043    39.148   -76.045    39.146   -76.044    39.148   -76.039
    39.153   -76.034    39.156   -76.030    39.159   -76.024    39.160   -76.017
    39.161   -76.012    39.161   -76.008    39.164   -76.005    39.167   -76.005
    39.169   -76.008    39.169   -76.013    39.166   -76.021    39.166   -76.024
    39.165   -76.027    39.166   -76.032    39.168   -76.035    39.171   -76.035
    39.176   -76.032    39.183   -76.033    39.188   -76.034    39.191   -76.038
    39.195   -76.045    39.197   -76.051    39.199   -76.055    39.202   -76.057
    39.205   -76.053    39.207   -76.047    39.211   -76.041    39.213   -76.036
    39.220   -76.028    39.225   -76.027    39.227   -76.024    39.228   -76.019
    39.229   -76.015    39.233   -76.012    39.236   -76.008    39.239   -76.003
    39.241   -75.998    39.241   -75.989    39.242   -75.985    39.243   -75.981
    39.245   -75.979    39.245   -75.971    39.243   -75.966    39.241   -75.962
    39.241   -75.957    39.240   -75.952    39.242   -75.948    39.241   -75.944
    39.239   -75.939    39.240   -75.935    39.241   -75.934    39.242   -75.934
    39.247   -75.930    39.247   -75.934    39.248   -75.938    39.247   -75.943
    39.247   -75.951    39.248   -75.959    39.249   -75.964    39.251   -75.967
    39.253   -75.973    39.251   -75.984    39.249   -75.985    39.247   -75.987
    39.247   -75.992    39.247   -75.998    39.246   -76.004    39.244   -76.008
    39.240   -76.014    39.239   -76.017    39.235   -76.024    39.235   -76.028
    39.235   -76.030    39.234   -76.032    39.232   -76.033    39.230   -76.035
    39.227   -76.037    39.221   -76.042    39.218   -76.047    39.216   -76.051
    39.214   -76.055    39.210   -76.060    39.207   -76.065    39.205   -76.067
    39.200   -76.069    39.197   -76.070    39.194   -76.068    39.192   -76.065
    39.189   -76.060    39.186   -76.056    39.182   -76.049    39.179   -76.046
    39.176   -76.045    39.171   -76.047    39.168   -76.048    39.165   -76.053
    39.162   -76.060    39.160   -76.069    39.159   -76.074    39.159   -76.081
    39.158   -76.085    39.155   -76.087    39.152   -76.087    39.151   -76.087
    39.149   -76.084    39.146   -76.082    39.144   -76.082    39.142   -76.083
    39.140   -76.086    39.138   -76.092    39.139   -76.096    39.139   -76.100
    39.137   -76.104    39.139   -76.109    39.133   -76.109    39.128   -76.110
    39.123   -76.110    39.117   -76.117    39.118   -76.121    39.122   -76.123
    39.127   -76.124    39.128   -76.128    39.126   -76.132    39.124   -76.134
    39.122   -76.135    39.113   -76.141    39.111   -76.150    39.110   -76.156
    39.106   -76.159    39.101   -76.162    39.101   -76.167    39.104   -76.167
    39.108   -76.165    39.114   -76.164    39.120   -76.163    39.123   -76.161
    39.126   -76.154    39.128   -76.147    39.136   -76.140    39.143   -76.140
    39.149   -76.136    39.151   -76.142    39.153   -76.143    39.161   -76.141
    39.163   -76.136    39.162   -76.133    39.162   -76.132    39.161   -76.126
    39.167   -76.121    39.175   -76.118    39.178   -76.119    39.175   -76.125
    39.172   -76.128    39.172   -76.133    39.172   -76.133    39.171   -76.142
    39.166   -76.147    39.163   -76.151    39.158   -76.151    39.151   -76.153
    39.145   -76.148    39.138   -76.152    39.136   -76.158    39.135   -76.167
    39.137   -76.170    39.145   -76.172    39.149   -76.175    39.155   -76.176
    39.161   -76.174    39.172   -76.171    39.183   -76.167    39.181   -76.172
    39.175   -76.177    39.172   -76.180    39.169   -76.189    39.170   -76.193
    39.162   -76.194    39.162   -76.188    39.151   -76.188    39.147   -76.190
    39.147   -76.187    39.147   -76.182    39.142   -76.181    39.138   -76.180
    39.135   -76.175    39.132   -76.174    39.129   -76.176    39.126   -76.181
    39.128   -76.184    39.128   -76.187    39.126   -76.189    39.123   -76.186
    39.120   -76.181    39.120   -76.174    39.116   -76.174    39.113   -76.178
    39.110   -76.181    39.104   -76.183    39.098   -76.186    39.095   -76.191
    39.097   -76.194    39.100   -76.196    39.104   -76.203    39.106   -76.207
    39.111   -76.206    39.114   -76.204    39.116   -76.204    39.117   -76.208
    39.115   -76.210    39.115   -76.213    39.118   -76.215    39.121   -76.218
    39.122   -76.221    39.119   -76.223    39.114   -76.223    39.111   -76.219
    39.109   -76.216    39.106   -76.217    39.102   -76.218    39.099   -76.216
    39.097   -76.211    39.096   -76.203    39.094   -76.201    39.086   -76.201
    39.081   -76.203    39.078   -76.206    39.075   -76.207    39.070   -76.205
    39.064   -76.204    39.061   -76.205    39.061   -76.210    39.065   -76.211
    39.070   -76.212    39.077   -76.214    39.083   -76.215    39.086   -76.217
    39.087   -76.220    39.081   -76.221    39.074   -76.219    39.063   -76.219
    39.059   -76.219    39.054   -76.220    39.050   -76.218    39.050   -76.213
    39.052   -76.208    39.047   -76.204    39.041   -76.206    39.036   -76.209
    39.034   -76.209    39.032   -76.206    39.026   -76.202    39.023   -76.198
    39.015   -76.191    39.014   -76.195    39.017   -76.202    39.022   -76.205
    39.022   -76.212    39.019   -76.213    39.015   -76.216    39.017   -76.220
    39.019   -76.224    39.026   -76.231    39.031   -76.238    39.035   -76.241
    39.041   -76.241    39.046   -76.236    39.046   -76.232    39.050   -76.228
    39.053   -76.229    39.059   -76.231    39.062   -76.231    39.101   -76.236
    39.110   -76.242    39.115   -76.248    39.119   -76.244    39.125   -76.241
    39.130   -76.243    39.134   -76.247    39.141   -76.254    39.146   -76.261
    39.149   -76.261    39.152   -76.259    39.158   -76.258    39.159   -76.262
    39.155   -76.266    39.148   -76.268    39.145   -76.270    39.146   -76.273
    39.149   -76.276    39.155   -76.275    39.162   -76.273    39.178   -76.264
    39.188   -76.258    39.199   -76.250    39.210   -76.241    39.226   -76.236
    39.243   -76.223    39.249   -76.217    39.255   -76.216    39.261   -76.214
    39.266   -76.212    39.271   -76.209    39.270   -76.206    39.268   -76.205
    39.265   -76.206    39.260   -76.208    39.256   -76.209    39.253   -76.207
    39.252   -76.204    39.251   -76.201    39.250   -76.197    39.246   -76.195
    39.242   -76.193    39.238   -76.188    39.240   -76.184    39.244   -76.184
    39.248   -76.182    39.249   -76.179    39.252   -76.176    39.253   -76.179
    39.252   -76.180    39.251   -76.185    39.250   -76.189    39.253   -76.190
    39.256   -76.191    39.258   -76.195    39.258   -76.198    39.261   -76.198
    39.267   -76.196    39.271   -76.194    39.274   -76.197    39.276   -76.198
    39.279   -76.200    39.283   -76.199    39.283   -76.195    39.282   -76.192
    39.281   -76.188    39.284   -76.186    39.287   -76.186    39.293   -76.186
    39.296   -76.182    39.296   -76.176    39.293   -76.173    39.290   -76.170
    39.286   -76.169    39.281   -76.170    39.272   -76.169    39.270   -76.166
