  80    38.829    39.840   -75.789   -75.405  Maryland-Delaware state line   
    39.076   -76.600    39.073   -76.594    39.070   -76.586    39.069   -76.576
    39.066   -76.574    39.064   -76.576    39.062   -76.577    39.060   -76.576
    39.059   -76.573    39.059   -76.567    39.059   -76.563    39.058   -76.562
    39.053   -76.562    39.050   -76.560    39.048   -76.560    39.048   -76.564
    39.048   -76.569    39.047   -76.572    39.044   -76.573    39.042   -76.573
    39.040   -76.571    39.038   -76.571    39.035   -76.574    39.031   -76.575
    39.030   -76.571    39.031   -76.568    39.034   -76.565    39.036   -76.563
    39.036   -76.560    39.033   -76.552    39.029   -76.537    39.027   -76.530
    39.022   -76.528    39.016   -76.526    39.013   -76.525    39.012   -76.518
    39.013   -76.515    39.010   -76.511    39.008   -76.507    39.001   -76.503
    38.991   -76.497    38.983   -76.493    38.980   -76.490    38.977   -76.488
    38.973   -76.489    38.970   -76.487    38.967   -76.477    38.968   -76.475
    38.969   -76.473    38.970   -76.470    38.968   -76.470    38.965   -76.470
    38.962   -76.467    38.958   -76.466    38.956   -76.467    38.955   -76.467
    38.952   -76.468    38.951   -76.468    38.950   -76.466    38.948   -76.465
    38.950   -76.461    38.953   -76.457    38.954   -76.454    38.952   -76.450
    38.951   -76.446    38.949   -76.444    38.946   -76.445    38.941   -76.453
    38.937   -76.458    38.933   -76.459    38.929   -76.458    38.925   -76.457
    38.922   -76.457    38.922   -76.460    38.924   -76.463    38.923   -76.464
    38.919   -76.463    38.917   -76.461    38.913   -76.457    38.910   -76.455
    38.907   -76.455    38.907   -76.462    38.908   -76.466    38.910   -76.469
    38.915   -76.473    38.919   -76.475    38.930   -76.477    38.935   -76.481
    38.936   -76.487    38.934   -76.489    38.931   -76.491    38.928   -76.495
    38.928   -76.501    38.930   -76.504    38.933   -76.505    38.936   -76.506
    38.941   -76.507    38.942   -76.510    38.941   -76.513    38.940   -76.516
    38.943   -76.516    38.946   -76.515    38.949   -76.516    38.949   -76.519
    38.948   -76.521    38.945   -76.524    38.946   -76.527    38.949   -76.527
    38.952   -76.524    38.956   -76.520    38.957   -76.520    38.960   -76.519
    38.962   -76.522    38.962   -76.525    38.959   -76.528    38.957   -76.530
    38.956   -76.531    38.954   -76.534    38.955   -76.534    38.957   -76.535
    38.960   -76.534    38.963   -76.535    38.966   -76.538    38.965   -76.541
    38.962   -76.543    38.958   -76.544    38.957   -76.546    38.956   -76.547
    38.957   -76.549    38.957   -76.551    38.959   -76.556    38.959   -76.563
    38.959   -76.568    38.961   -76.568    38.962   -76.569    38.966   -76.570
    38.969   -76.573    38.968   -76.576    38.966   -76.578    38.966   -76.583
    38.968   -76.585    38.970   -76.591    38.971   -76.595    38.969   -76.598
    38.964   -76.598    38.962   -76.597    38.960   -76.595    38.958   -76.591
    38.959   -76.583    38.959   -76.579    38.957   -76.578    38.957   -76.578
    38.955   -76.576    38.953   -76.576    38.951   -76.576    38.947   -76.578
    38.942   -76.577    38.940   -76.573    38.939   -76.569    38.942   -76.568
    38.945   -76.568    38.947   -76.565    38.949   -76.563    38.951   -76.559
    38.952   -76.554    38.951   -76.549    38.950   -76.547    38.947   -76.547
    38.945   -76.548    38.943   -76.550    38.940   -76.551    38.938   -76.549
    38.937   -76.548    38.938   -76.546    38.942   -76.543    38.943   -76.540
    38.941   -76.539    38.939   -76.539    38.938   -76.539    38.935   -76.541
    38.934   -76.544    38.930   -76.546    38.928   -76.545    38.928   -76.542
    38.930   -76.541    38.930   -76.539    38.929   -76.535    38.929   -76.532
    38.932   -76.531    38.934   -76.529    38.933   -76.525    38.932   -76.525
    38.929   -76.525    38.926   -76.525    38.924   -76.524    38.924   -76.522
    38.926   -76.521    38.928   -76.519    38.926   -76.516    38.923   -76.515
    38.923   -76.513    38.922   -76.510    38.921   -76.506    38.920   -76.505
    38.919   -76.505    38.917   -76.506    38.913   -76.505    38.912   -76.503
    38.912   -76.500    38.913   -76.498    38.915   -76.494    38.914   -76.491
    38.910   -76.491    38.906   -76.491    38.901   -76.490    38.896   -76.488
    38.892   -76.488    38.888   -76.489    38.885   -76.494    38.882   -76.500
    38.879   -76.503    38.872   -76.511    38.881   -76.512    38.888   -76.514
    38.891   -76.510    38.892   -76.510    38.892   -76.513    38.894   -76.514
    38.898   -76.516    38.898   -76.520    38.895   -76.522    38.892   -76.523
    38.892   -76.525    38.893   -76.526    38.895   -76.526    38.899   -76.527
    38.900   -76.529    38.902   -76.532    38.902   -76.535    38.896   -76.536
    38.891   -76.537    38.889   -76.541    38.887   -76.545    38.882   -76.547
    38.877   -76.546    38.877   -76.542    38.878   -76.538    38.882   -76.535
    38.884   -76.532    38.885   -76.527    38.886   -76.522    38.883   -76.522
    38.878   -76.522    38.876   -76.521    38.874   -76.519    38.870   -76.519
    38.867   -76.523    38.863   -76.523    38.863   -76.529    38.866   -76.534
    38.862   -76.536    38.856   -76.539    38.852   -76.542    38.848   -76.542
    38.843   -76.544    38.838   -76.544    38.833   -76.548    38.828   -76.548
    38.826   -76.546    38.830   -76.543    38.833   -76.541    38.832   -76.534
    38.831   -76.528    38.833   -76.520    38.838   -76.520    38.839   -76.522
    38.841   -76.524    38.846   -76.524    38.853   -76.522    38.854   -76.517
    38.853   -76.511    38.849   -76.512    38.844   -76.512    38.842   -76.503
    38.846   -76.501    38.854   -76.499    38.855   -76.496    38.854   -76.494
    38.852   -76.494    38.848   -76.495    38.845   -76.494    38.843   -76.492
    38.842   -76.489    38.838   -76.489    38.833   -76.491    38.826   -76.492
    38.821   -76.494    38.815   -76.496    38.812   -76.500    38.808   -76.504
    38.803   -76.506    38.796   -76.509    38.796   -76.515    38.799   -76.525
    38.798   -76.528    38.794   -76.528    38.790   -76.527    38.787   -76.528
    38.782   -76.529    38.779   -76.534    38.780   -76.537    38.781   -76.541
    38.782   -76.543    38.779   -76.544    38.776   -76.545    38.774   -76.548
    38.774   -76.552    38.774   -76.558    38.782   -76.556    38.784   -76.558
    38.781   -76.561    38.775   -76.564    38.770   -76.563    38.766   -76.560
    38.762   -76.556    38.755   -76.552    38.749   -76.553    38.740   -76.551
    38.732   -76.548    38.729   -76.543    38.730   -76.535    38.730   -76.528
    38.729   -76.523    38.722   -76.520    38.719   -76.520    38.710   -76.525
